Product Name,Category,Rating,Reviewer Name,Review
6Pcs Chocolate Gift Pack,Chocolate,2.0,Fasna,Super fast delivery but i ddnt get the small basket... i would have given 5 stars if it is packed with the basket
6Pcs Chocolate Gift Pack,Chocolate,3.0,SNS,Safe delivery.....best performance of delivery😍
6Pcs Chocolate Gift Pack,Chocolate,4.0,Shehan S,Nice packing. quick delivery service. thank you seller. Good quality chocolates.
6Pcs Chocolate Gift Pack,Chocolate,5.0,Inp L,Actually this item is very good and superb and very delicious.no any false scams
6Pcs Chocolate Gift Pack,Chocolate,5.0,Sampath S,There are all 06 chocolates as mentioned.Good quality and delicious .👍 They were packed well and fast delivery.
6Pcs Chocolate Gift Pack,Chocolate,5.0,Ahmed A,"Received on time , good service However price are high . Just 6 pc for 1750/- 🙄 Anyway enjoyed it 👍🏼"
6Pcs Chocolate Gift Pack,Chocolate,4.0,Shihani,very good pack also nice. dairy milk chocolate was melted. but good lovely pack ❤️
6Pcs Chocolate Gift Pack,Chocolate,5.0,Pasindu,Fast delivery and all items were included in the pack as described above.
6Pcs Chocolate Gift Pack,Chocolate,5.0,Chanaka W,nice packing ! fast delivery.. thank you chocolyte! ❤️❤️
6Pcs Chocolate Gift Pack,Chocolate,5.0,Dinesha K,Quality products 👌👌 Fast delivery.. Thank u Darazz
6Pcs Chocolate Gift Pack,Chocolate,5.0,Mohamed R,"good product,fast delivery 👍🏻 I'm really happy ☺️"
6Pcs Chocolate Gift Pack,Chocolate,5.0,Bini K,Great service. Got my bundle just as I requested. Really worth the price. Arrived on time. Will definitely shop again at chocolyt. ❤️❤️
Good Quality Toren White Chocolate 55g,Chocolate,4.0,Budhika,"Good quality ""Toren Classic Milky Compound Chocolate"" made in Turkey, safely packed and delivered within 4 days."
Good Quality Toren White Chocolate 55g,Chocolate,4.0,Gomidha J,"Best service. Everything is ok. Expiry dates, marked price, packing and delivery all fine. Thank you for the offers!"
Good Quality Toren White Chocolate 55g,Chocolate,5.0,WMD,nothing to tell very very best quality
Good Quality Toren White Chocolate 55g,Chocolate,1.0,Karan,Taste not good. Only the taste of sugar. Horrible.
Good Quality Toren White Chocolate 55g,Chocolate,3.0,Fathima H,Good taste.. 👍 thnx for the offer
Good Quality Toren White Chocolate 55g,Chocolate,4.0,Lucky ,very delicious 😋🤤
Good Quality Toren White Chocolate 55g,Chocolate,4.0,Ranji,nice taste love it
Good Quality Toren White Chocolate 55g,Chocolate,3.0,Amith H,Good . but not this price is discount price. becouse some shops can I buy this one 250/=
Good Quality Toren White Chocolate 55g,Chocolate,5.0,Mahesh,"well packed, fast and best delivery, highly recommended thank you for the service"
Good Quality Toren White Chocolate 55g,Chocolate,5.0,Gjony,"item as described, good quality chocolate. delivery got delayed little "
Good Quality Toren White Chocolate 55g,Chocolate,5.0,Upula H,"Really good quality chocolate, worth the price, highly recommended! "
Good Quality Toren White Chocolate 55g,Chocolate,4.0,Bashini P,Quality Product. Fast Delivery. Thank you ❤️ Nice Product 🔥
Good Quality Toren White Chocolate 55g,Chocolate,5.0,Irin P,superb product ..small but has premium quality.
Good Quality Toren White Chocolate 55g,Chocolate,3.0,Sureshkumar,too late to receive almost 10 days take to arrive 
Good Quality Toren White Chocolate 55g,Chocolate,5.0,Anuradha,Quality Products.Very satisfied with the purchase 
Good Quality Toren White Chocolate 55g,Chocolate,5.0,Azly T,Happy with seller and my favourite chocolate 
Good Quality Toren White Chocolate 55g,Chocolate,5.0,Geethma,"fast delivery ,quality products❤️thank you❤️"
Delicious Chocolate Toffees-10Pcs,Chocolate,5.0,Vishal A,We got our package yesterday. Super & Fast service. Highly recommended to buy. It tasted so good. 💗😍
Delicious Chocolate Toffees-10Pcs,Chocolate,1.0,Ranjan,poor quality this is verry old stock and i am realy disappointed.
Delicious Chocolate Toffees-10Pcs,Chocolate,4.0,Ayesha R,its really tasty ❤️
Delicious Chocolate Toffees-10Pcs,Chocolate,4.0,Achala N,good product.thanks
Delicious Chocolate Toffees-10Pcs,Chocolate,4.0,Lasith L,Very tasty
Delicious Chocolate Toffees-10Pcs,Chocolate,5.0,Nimalka R,well received. seems good. didn't taste yet. but looks good
Delicious Chocolate Toffees-10Pcs,Chocolate,1.0,Pasan M,This image is highly misleading and do not recomand this as all toffees were cheap and did not taste any different from one another :(
Delicious Chocolate Toffees-10Pcs,Chocolate,5.0,Milan J,super qulity product. hightly recommend this product..😍😍😍❤️
Delicious Chocolate Toffees-10Pcs,Chocolate,3.0,Sachithra P,Chocolate quality is poor. I'm really disappointed. 
Delicious Chocolate Toffees-10Pcs,Chocolate,5.0,Methma E,Fast delivery and good taste 😍
Delicious Chocolate Toffees-10Pcs,Chocolate,5.0,Shyami,fast delivery ..Thank you 
Delicious Chocolate Toffees-10Pcs,Chocolate,1.0,Thilana,"Well, but it had melted."
Delicious Chocolate Toffees-10Pcs,Chocolate,3.0,Anil A,Not very good 
Delicious Chocolate Toffees-10Pcs,Chocolate,5.0,Saysha,"Its great delicious ,"
Delicious Chocolate Toffees-10Pcs,Chocolate,5.0,Ravindra,good service and taste of chocolate is good. Recommended
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,5.0,Mohamed H,Take it without fear. 💯 Reccomend this seller was well packed. There's no damage. All new days. The Odar i dropped last afternoon. Delivery at home this morning. Great speed delivery. I had one more. Tanz Choco More 🥰
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,5.0,Dulshan A,"Packed well, price is bit outrageous since the marked price is 5 INR per piece. Other than that okay."
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,2.0,Umi H,"Well, where I was disappointed is the price. The each is for INR. 5 According to that, the set price is really high. But the quality is good."
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,1.0,Yogan D,"Did not receive this order at all, this is cheating and totally not as what is advertised or promised "
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,1.0,Lalindu A,They were half the size of the picture. Pretty disappointed. Not worth the price at all.
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,1.0,Don T,"Very tiny little pics doesn't match the image, it is tasty tho."
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,2.0,Sadha R,this prodect very small and very mini this prodect fake prodect 
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,2.0,Sena R,it's not dairy milk chocolate. it's not original brand 😪😡😡
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,1.0,Rana R,NO ONE BUY THIS PRODUCT IT IS A HUGE LOSS TO BUY 
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,5.0,Yuvan S,It was packed well. Thank you daraz😊
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,5.0,Shakeel,Very good service super product 
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,1.0,Jeeva,very small pieces very badly 
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,1.0,Kavya S,very small pieces I am very sad
Cadbury Dairy Milk Chocolate Mini Bar 6.6g x 10Pcs,Chocolate,4.0,Tilan J,recommended 🙂good job 💯 good packing
Kitkat mickey chocolate (limited edition),Chocolate,1.0,Chamili R,Not worth for the money at all. Size of this is smaller than a 5 rupees chocolate. Please don't ever buy anything from this seller.
Kitkat mickey chocolate (limited edition),Chocolate,5.0,Azly T,fast delivery hppy with seller
Kitkat mickey chocolate (limited edition),Chocolate,3.0,Kavindu A,It's not an original kitkat taste. It's in the limited edition. There's a milo mix taste here.
Kitkat mickey chocolate (limited edition),Chocolate,4.0,Krishnan U,"Good , lates manufacturing date , delicious , but price bit hight"
Kitkat mickey chocolate (limited edition),Chocolate,4.0,Samon M,Yummy...Got the item in a good condition. Recommended seller
Kitkat mickey chocolate (limited edition),Chocolate,4.0,Shamlan,Good product nice packaging thank you Daraz
Kitkat mickey chocolate (limited edition),Chocolate,5.0,FA,VERY TASTY AND WELL PACKED. GREAT SELLER
Kitkat mickey chocolate (limited edition),Chocolate,2.0,Rifha,still I didn't get my order and also I paid 
Kitkat mickey chocolate (limited edition),Chocolate,5.0,Veena,I recommend this seller👍Thank q👍
Kitkat mickey chocolate (limited edition),Chocolate,5.0,Joel D,"Great chocolate, fresh and high quality. Highly appreciate the shop’s attention to detail when packing the product with cardboard to avoid the chocolate melting and getting crushed. Items arrived perfect condition and on time. Will order again."
Kitkat mickey chocolate (limited edition),Chocolate,5.0,Sunny ,I only have one complain about this that is I ordered the shown chocalate but they have run out of stock which was notified by the seller and I had to change my order. Would recomend the seller to use the out of stock feature available in the daraz platform so that neither the seller nor the receiver will face any inconveniences other than that I enjoyed the chocalate sent by this seller it was in good condition not melted and the taste was good. I got an alpine and a bubble for my order after the short chat I had with the seller.
Kitkat mickey chocolate (limited edition),Chocolate,5.0,Lara ,Very good deliver
Kitkat mickey chocolate (limited edition),Chocolate,5.0,Fathima R,very very soft chocolate.. finger size choclate...
Kitkat mickey chocolate (limited edition),Chocolate,5.0,Heba R,Thank you so much for your one time deliver Really happy about this
Kinder Bueno 3 Pack 129g,Chocolate,1.0,Parani,Packs opened; melted and have white dots.
Kinder Bueno 3 Pack 129g,Chocolate,3.0,Myaa,You gave me a one chocolate but the picture have three. I am very Disappointed But the chocolate is very tasty. It's OK. I love it
Kinder Bueno 3 Pack 129g,Chocolate,5.0,Nilanthi P,The packaging was really good. They put the chocolates in plastic containers so they wont be damaged. They were in perfect condition. And I got everything as expected. Really good item. Would recommend.
Kinder Bueno 3 Pack 129g,Chocolate,5.0,Aflal L,love your packaging and quick delivery. thank you daraz. recommended seller
Kinder Bueno 3 Pack 129g,Chocolate,4.0,Vshana,Well packed. Good buy with free delivery.
Kinder Bueno 3 Pack 129g,Chocolate,5.0,Shaqnaz,Well packed and fast delivery.
Kinder Bueno 3 Pack 129g,Chocolate,1.0,DV,"I ordered 3 packs, that is 30pcs. Package arrived today (28 May) but the expiry date is on 06 June.2021. (I have only one week to consume all these stuff). Seller never mentioned anything about the close expiry in his listing. This type of sellers should be banned from Daraz."
Kinder Bueno 3 Pack 129g,Chocolate,5.0,Sahila L,wow one of fast delivery.. thank you..
Kinder Bueno 3 Pack 129g,Chocolate,2.0,Shasni,Not good next month expiry
Kinder Bueno 3 Pack 129g,Chocolate,3.0,Aji,😒 the chocolate is melted
Kinder Bueno 3 Pack 129g,Chocolate,3.0,Feran,Delivered quickly and expiry date is more than 5 months.
Kinder Bueno 3 Pack 129g,Chocolate,5.0,Faheem,Good quality chocolates😋😋. Very good customer service☺️. 100% satisfied❤️ Highly recommended
Kinder Bueno 3 Pack 129g,Chocolate,5.0,Ahmed,Product is as described. I prefer better packaging for chocolate.
Kinder Bueno 3 Pack 129g,Chocolate,5.0,Gunasekaram,Taste is low compare to original. But reasonable price 
Toren Dark Chocolate 55g,Chocolate,5.0,Buddhi J,The Best Product.Made in Turkey Company(toren.com.tr ).Low Sugar but tasty.Most Suitable for Senior citizens.Delivered items fast and safely .Big thanks to Daraz team & Chocomore store.Wishing you both companies a lot of success.
Toren Dark Chocolate 55g,Chocolate,4.0,Gomidha J,"Best service. Everything is ok. Expiry dates, marked price, packing and delivery all fine. Thank you for the offers!"
Toren Dark Chocolate 55g,Chocolate,5.0,MSD,The chocolate is gone in a minute because there's no secret. It's also because of dark chocolate. 🤣🤣
Toren Dark Chocolate 55g,Chocolate,4.0,Thenuja T,reasonable size chocolate when discounted price
Toren Dark Chocolate 55g,Chocolate,5.0,Silvi E,nothing to tell very very best quality
Toren Dark Chocolate 55g,Chocolate,5.0,Edison N,It’s not dark chocolate. But I’m okay with it
Toren Dark Chocolate 55g,Chocolate,5.0,Andrea,excellent service!!! great quality!! I am very happy with the delivery. definitly again. thank you 👍
Toren Dark Chocolate 55g,Chocolate,5.0,Ana,good and well packing. best product. worth for money. fast & safe delivery. highly recommended... thank you darz for your services
Toren Dark Chocolate 55g,Chocolate,5.0,Thivya K,I have received my order before estimated time. Packing was really good. Really appreciate about service.
Toren Dark Chocolate 55g,Chocolate,5.0,Jerona J,Doesn't melt easily like some other brands. Rich texture. Not too sweet. Highly recommend.
Toren Dark Chocolate 55g,Chocolate,5.0,Jerom E,Good. Fast delivery. Thank you. I recommended this seller and product 
Toren Dark Chocolate 55g,Chocolate,4.0,Hesindu A,Very good quality… Not much sweet as others… But it is reasonable…
Toren Dark Chocolate 55g,Chocolate,4.0,Kishore,Good product nice packaging thank you daraz 
Toren Dark Chocolate 55g,Chocolate,5.0,Kasturi A,I recommend this seller 👍Thank q
Ritzbury Revello Crispy chocolate 170g,Chocolate,5.0,Sethu D,Good Package 📦 😌 👌. Fast Delivery Thanks to Daraz ❤🥰
Ritzbury Revello Crispy chocolate 170g,Chocolate,1.0,Kopi K,Very bad Packing.Only business not given service good to customers.I am awaiting feedback .
Ritzbury Revello Crispy chocolate 170g,Chocolate,1.0,Jinendra I,Chocolate was melted and there was a huge cave inside of it.
Ritzbury Revello Crispy chocolate 170g,Chocolate,5.0,Thilini D,very good service...fast delivery and safe packing.❤❤
Ritzbury Revello Crispy chocolate 170g,Chocolate,1.0,Bagya G,The chocolate has melted... My last time chocolate is like that..... The way of packing is very good...
Ritzbury Revello Crispy chocolate 170g,Chocolate,3.0,Isuri,the choco has melted which is understandable . the taste was good but th texture was a little off. but it was edible and the other chocolates i purchased were in good condition
Ritzbury Revello Crispy chocolate 170g,Chocolate,3.0,Lakshi,Delivered on the very next day. product was carefully packaged. update: Upon opening product noticed that the chocolate had melted and all pieces had merged together. This was odd because the same order contained Revello almond chocolate which was in perfect condition so it couldn't have been something that happened when shipping. However it did taste fine and no other issue.
Ritzbury Revello Crispy chocolate 170g,Chocolate,4.0,Shalini A,came in good packaging but it was melted due to heat. worth the price.
Ritzbury Revello Crispy chocolate 170g,Chocolate,4.0,Hirantha,"packed well and delivered fast, really happy with the product "
Ritzbury Revello Crispy chocolate 170g,Chocolate,5.0,Nipuna W,Nicely packed. On time delivery. Recommended.
Ritzbury Revello Crispy chocolate 170g,Chocolate,5.0,Dilini C,Received in very good condition. Thank you. 
Ritzbury Revello Crispy chocolate 170g,Chocolate,5.0,Roshan K,Good. Taste could be improved though
Ritzbury Revello Crispy chocolate 170g,Chocolate,5.0,Indupa N,It's soo good...❤️thanks daraz
Ritzbury Revello Crispy chocolate 170g,Chocolate,5.0,Akila D,Product is as it should be
Munchee Milk Short Cake Biscuits 200G,Biscuit,5.0,Kavindu Y,"Package received within two days, exactly on the same day the processing and delivery took place. Efficient service by both seller and Daraz. Well packed safely. The biscuit packets are recently manufactured. Got this for a reduced price given by Daraz. Overall a satisfactory service. Highly recommended! "
Munchee Milk Short Cake Biscuits 200G,Biscuit,4.0,Abi E,Good quality product. Good packing. Very fast delivery. Highly recommended. Thank you daraz.
Munchee Milk Short Cake Biscuits 200G,Biscuit,5.0,DJ,Prouduct Quality is very well Fast Delivery Delivey Time 56 Hours 😀
Munchee Milk Short Cake Biscuits 200G,Biscuit,5.0,Athula B,"The package was safely wrapped and received in two days. Fresh and recently manufactured biscuits. Though the biscuits were wrapped safely with bubble wraps, some had broken, may be in transportation. Anyhow the service is good. Delivery is mainly done by standard delivery. Express delivery also there but costly. Hope the fuel shortage would be solved and delivery charges become as past"
Munchee Milk Short Cake Biscuits 200G,Biscuit,3.0,llma,improper packaging. all the biscuit broken
Munchee Milk Short Cake Biscuits 200G,Biscuit,5.0,Hari S,Got my Items next day with express delivery 💯 Items well packed. Thank You Daraz and Company of the products ❤️
Munchee Milk Short Cake Biscuits 200G,Biscuit,1.0,Hasna D,I ordered 5 biscuits but I only got 3 biscuits 2 biscuits are missing 👎
Munchee Milk Short Cake Biscuits 200G,Biscuit,1.0,Anpu,I have order many groceries goods in an single order but this buscuits only came by a separate parcel putting in a daraz bag. All the biscuits are broken and adverse damaged like a biscuit flow. My suggestion is that don't send buscuits put in a bag and please send them by placing in a box. I don't know why you are sending like this since I ordrerd groceries in a single order but other goods you have sending in a box by other courier. I have a many experience with other courier services those who come in a vehicle they are really excellent in delivering goods in a real condition. I'm disappointed and dissatisfied with a courier boy those who come by bike. 
Munchee Milk Short Cake Biscuits 200G,Biscuit,5.0,Arjun,best product new product fast delivery good service daraz...
Munchee Milk Short Cake Biscuits 200G,Biscuit,5.0,Stefan S,"Well packed, delivered on time. Most importantly, not crushed or not expired."
Munchee Milk Short Cake Biscuits 200G,Biscuit,2.0,Kapil L,its all biscuits has be broken all has been crushed 😠😡
Munchee Milk Short Cake Biscuits 200G,Biscuit,1.0,Kathir M,all the biscuits ar crashed in the packs
Munchee Milk Short Cake Biscuits 200G,Biscuit,5.0,Varun T,Well packed fast delivery great discounts Thanks darz highly recommend 
Munchee Milk Short Cake Biscuits 200G,Biscuit,3.0,Leo,"Quality has degraded drastically, biscuits are extremely thin and crumble easily…extremely disappointed."
Munchee Milk Short Cake Biscuits 200G,Biscuit,5.0,Logini R,good and well packing. best product. worth for money. highly recommended... thank you darz for your services
Munchee Milk Short Cake Biscuits 200G,Biscuit,5.0,Kajan D,I’m a lucky customer. I got three packages without shipping fee and with offer. Very fast delivery 🚚 . Long expire date
Munchee Milk Short Cake Biscuits 200G,Biscuit,3.0,Mary R,they send cookies in a soft package. everything was broken when arriving here... not very clever!!!!? 
Munchee Milk Short Cake Biscuits 200G,Biscuit,2.0,Abdullah A,"Packaging was terrible, fully damaged "
Munchee Cream Cracker 490G,Biscuit,5.0,Waruni R,"Product quality is excellent... Newly manufactured and fresh, expiry date is not even closer... Original product directly from official store of the company... Unbelievable price with a good discount from daraz and credit card... Definitely worth for the money... Packaging was perfect and no damages what so ever... Shipped within a day to Matale... Seller and the item highly recommended..."
Munchee Cream Cracker 490G,Biscuit,5.0,Dinus E,Good product. cheap price. safety packaging. Good job. thank you Daraz.
Munchee Cream Cracker 490G,Biscuit,5.0,Jennifer Y,All 3 packets were damaged.. This is not good.. Be careful when packing.
Munchee Cream Cracker 490G,Biscuit,1.0,Pasindu A,Aya decides never to buy from you. Confidence in you has been eroded by those who serve you.
Munchee Cream Cracker 490G,Biscuit,2.0,Jathusan D,Specifically requested to pack these in a box but still I got this in a packet. The entire package was crushed and damaged. Never buying biscuits from Daraz Mart ever again. Waste of money and food.
Munchee Cream Cracker 490G,Biscuit,1.0,Nivin T,biscuits are crushed. its difficult to find an undamaged biscuit in the packet. i don't think these are damaged in transit because they were packed well. probably the seller is selling damaged rejects as these cannot be sold in supermarkets/shops. 
Munchee Cream Cracker 490G,Biscuit,3.0,Rajapacksa F,Take more responsibility when packing
Munchee Cream Cracker 490G,Biscuit,4.0,Ahanila R,but damaged due to handling.
Munchee Cream Cracker 490G,Biscuit,5.0,Nikaash L,Very safe packed. However some of the biscuits damaged. Seller should be consider in future. Very tasty 👅 biscuits brand. This is a fresh product. Expired date long. Fast delivery. Highly recommended.
Munchee Cream Cracker 490G,Biscuit,5.0,Gowtham A,Good quality product. Good packing. Very fast delivery. Highly recommended. Thank you daraz.
Munchee Cream Cracker 490G,Biscuit,2.0,Godvin A,"I ordered a cream cracker biscuit but unfortunately, I received a biscuit powder for reproduction "
Munchee Cream Cracker 490G,Biscuit,4.0,Gomez C,Delivery good on time ❤️but totally broke ☹️
Munchee Cream Cracker 490G,Biscuit,4.0,Mithusha T,Dilivered within 20 hours 
Munchee Cream Cracker 490G,Biscuit,1.0,Riya S,don't buy biscuits from this seller. all were packed by bubble packing and stored inside a box. so no chance to damage while shipping. the seller has purposely put damaged biscuits. Many were cracked to small pieces. The card discount and the product discount was wasted
Munchee Cream Cracker 490G,Biscuit,3.0,Rithvik Y,Extremely Poor.. 40% Biscuit Powder parcel was inside a double size box.. which led to poor over cracked cracker biscuit.. Do Not order biscuits unless for biscuit powder..
Munchee Cream Cracker 490G,Biscuit,3.0,Hiruni Ishara,"Late delivery, totally disappointed"
Munchee Chocolate Puff 200g,Biscuit,5.0,Hasim,Good Product. Supar Fast Shipping. But Inside Biscuit little Damage.
Munchee Chocolate Puff 200g,Biscuit,5.0,Tharindu R,"Safe packing, received in good condition."
Munchee Chocolate Puff 200g,Biscuit,4.0,Anjali A,One of my favorites 😍 Very good product.... Daraz had carefully packed it in bubble wrap and I received it in perfect condition. Fast delivery!
Munchee Chocolate Puff 200g,Biscuit,5.0,Ajaya Y,well packed ✔✔✔✔ best quality ✅✅✅✅ No any damages tasty 💯💯💯💯 faaaast delivery 🚅🚅🚅 THANK YOU DARAZ MUNCHEE WITH DARAZ💓💓💓
Munchee Chocolate Puff 200g,Biscuit,4.0,Thatvika R,"Superb product... Original branded product at an unbelievable price, definitely worth for the money... well packed and fast shipping... Seller and the item highly recommended..."
Munchee Chocolate Puff 200g,Biscuit,4.0,Monika S,*Good price *Good packing Thank you daraz🤗
Munchee Chocolate Puff 200g,Biscuit,5.0,Mugen D,good item and best price
Munchee Chocolate Puff 200g,Biscuit,5.0,Janakan J,Delivered within two days. Carefully packed in a bubble wrapper.
Munchee Chocolate Puff 200g,Biscuit,1.0,Rosick V,to much damage in side pack 50% biscuit creaked no care items
Munchee Chocolate Puff 200g,Biscuit,1.0,Priska U,This item too missing in a box
Munchee Chocolate Puff 200g,Biscuit,2.0,Ebina A,Short expiry 
Munchee Chocolate Puff 200g,Biscuit,3.0,Kumaran B,product is good but biscuit is broken. please pack safely
Munchee Chocolate Puff 200g,Biscuit,4.0,Jeeva Suman,Best product Thanks daraz
Munchee Chocolate Puff 200g,Biscuit,5.0,Sandun K,"quality packaging, everything received well, super fast delivery (received next day)"
Munchee Chocolate Puff 200g,Biscuit,5.0,Mufeeth,fast delivery and packed well I recommend this seller
Maliban Lemon Puff 200g,Biscuit,1.0,Shiraz,it was in very poor condition. half of the biscuits were broken.
Maliban Lemon Puff 200g,Biscuit,5.0,Gihan,Well packed. Next day delivered. 
Maliban Lemon Puff 200g,Biscuit,4.0,Dimantha D,always most of items are out of stock. reasonable price but higher shipping cost 
Maliban Lemon Puff 200g,Biscuit,1.0,Mohamed Y,One packet was broken...
Maliban Lemon Puff 200g,Biscuit,5.0,GD,Received quickly and packaged safely. Thanks Daraz!
Maliban Lemon Puff 200g,Biscuit,5.0,Kanan,Well packed and delivered in very quick time.
Maliban Lemon Puff 200g,Biscuit,4.0,Amhar,well packed . fast delivery 
Maliban Lemon Puff 200g,Biscuit,5.0,Shamil,Good Product & Well Packing. Recommended.
Maliban Lemon Puff 200g,Biscuit,5.0,Shehan,Well packed. But crushed 
Maliban Lemon Puff 200g,Biscuit,4.0,Pasan K,Carefully packed and delivered. Thank you. 
Maliban Lemon Puff 200g,Biscuit,4.0,Bhanuka,Well packed. But crushed 
Maliban Lemon Puff 200g,Biscuit,5.0,Kavindu S,Safe packing...All items received in good condition
Maliban Lemon Puff 200g,Biscuit,5.0,Pubudu W,Nicely packed and quality products . Thank you daraz
Maliban Lemon Puff 200g,Biscuit,3.0,Dewmini,it had been cracked
Maliban Lemon Puff 200g,Biscuit,5.0,Shiran P,Quick delivery..Nice packing..Newly manufactured..Best price...Highly recommended...
Munchee Onion Biscuits 250g,Biscuit,5.0,Diran,Very Satisfied 👌 Good quality & packaging 👍 Thanks Daraz..!!
Munchee Onion Biscuits 250g,Biscuit,5.0,Dinush P,Favourite biscuits.. Delivered on time with super discounts
Munchee Onion Biscuits 250g,Biscuit,4.0,Ishan,Super fast delivery good service
Munchee Onion Biscuits 250g,Biscuit,5.0,Shivin,"Good quality, best price, Well Packing & Highly Recommended."
Munchee Onion Biscuits 250g,Biscuit,4.0,Vishal K,No damage . Nicely packed . satisfied with the service .
Munchee Onion Biscuits 250g,Biscuit,4.0,Hashini S,Good product. Quick delivery.
Munchee Onion Biscuits 250g,Biscuit,5.0,Sksobi,It's so good I love it🙃
Munchee Onion Biscuits 250g,Biscuit,4.0,Eliza M,Good. reccomended.
Munchee Onion Biscuits 250g,Biscuit,5.0,Riswan M,Worth the money 
Munchee Onion Biscuits 250g,Biscuit,5.0,Madhuranga H,received on time 
Munchee Onion Biscuits 250g,Biscuit,3.0,DL S,good product but Very slow delivery
Cherish Nice Biscuit - 480g,Biscuit,5.0,Chanaka P,Thank u Daraz…got it with super discount.. they send it very carefully with separate boxes.. received with no any damage.. thank u somuch.. highly recommended…
Cherish Nice Biscuit - 480g,Biscuit,5.0,Shiran F,Good quality product. Good packing. Fast delivery. Highly recommended. Thank you daraz.
Cherish Nice Biscuit - 480g,Biscuit,1.0,llaahi S,Totally damaged .. dont buy biscuits on daraz
Cherish Nice Biscuit - 480g,Biscuit,4.0,DepakS,nice backing fast delivery within one day
Cherish Nice Biscuit - 480g,Biscuit,5.0,Menaka,Thanks. I received it.
Cherish Nice Biscuit - 480g,Biscuit,5.0,Ruwan K,I received the item it's good. and reasonable price but it's take 4 days to deliver the item.
Cherish Nice Biscuit - 480g,Biscuit,5.0,Kumanasri,"Received faster than expected, very happy. Daraz service is great. Thank you so so much "
Cherish Nice Biscuit - 480g,Biscuit,4.0,Vishwa S,Today I have received my order. No damage. well packing. 
Cherish Nice Biscuit - 480g,Biscuit,4.0,Mathurantha K,Well packaged. Received quickly. Can be recommended.
Cherish Nice Biscuit - 480g,Biscuit,5.0,Navarasa M,good quality recommend this product👍👍👍
Cherish Nice Biscuit - 480g,Biscuit,3.0,Aathithya,Good taste price is high but received in good condition
Cherish Nice Biscuit - 480g,Biscuit,4.0,Mathukala D,Delivered on time 😍👍👍👍👍👍👍👍
Chocolate Puff 200g,Biscuit,5.0,Pasan K,Well packed & fast delivery. All our favourite biscuits were there.
Chocolate Puff 200g,Biscuit,5.0,Afzan,"Items received. Well packed, Delivered on Next day. ❤️ Daraz"
Chocolate Puff 200g,Biscuit,5.0,Sarujan T,Good packing speed delivery
Chocolate Puff 200g,Biscuit,5.0,Venura C,Good quality product for Reasonable Price. Quick delivery with safe Packaging system. I recommend this seller with 5 Stars 🌟🌟🌟🌟🌟 Thanks Daraz Team 👍
Chocolate Puff 200g,Biscuit,1.0,Vinushiya P,biscuit is broken into small pieces inside. seems like they bubble wrapped a broken one.
Chocolate Puff 200g,Biscuit,3.0,Pavithra C,biscuits are fresh n not damaged thanks for safe packing 💯
Chocolate Puff 200g,Biscuit,4.0,Sachintha G,"Awesome, Nicely Packed and Very Fast Delivery"
Chocolate Puff 200g,Biscuit,1.0,Samil M,It's a crushed problem. 
Chocolate Puff 200g,Biscuit,4.0,Jeyathilaka,Good service Product quality is good
Chocolate Puff 200g,Biscuit,5.0,Gomida J,"Well packed. Some packing maybe unnecessary but okay. Product quality, marked prices and expiry dates are ok or better."
Chocolate Puff 200g,Biscuit,5.0,Chethana D,Thankkyou i got the things on time without damages at a reasonable price thnkuu
Chocolate Puff 200g,Biscuit,5.0,Kaveen M,Great that the quality has lasted over the years.
Chocolate Puff 200g,Biscuit,5.0,Sabeesh H,Good and best. Discount price is good. satisfied 
Cocomo Chocolate Filled Biscuits Bisconni Cream Super Tasty Kids Love,Biscuit,3.0,Chatitha J,looks like imported product from arabic country. Small. But not bad for golden hour offered price. dissatisfied about packing. looks like used bag pack agaim with a celotape. Not taste yet. looks like tasty
Cocomo Chocolate Filled Biscuits Bisconni Cream Super Tasty Kids Love,Biscuit,4.0,Pasan M,Nice.very good taste value price. Date of manufacture is new. fast delivery. Recommend. NO damage. very good packing.
Cocomo Chocolate Filled Biscuits Bisconni Cream Super Tasty Kids Love,Biscuit,4.0,RM,Got it at a discounted rate and worth the money spent. Recommended product. Expiry in Nov 2023.
Cocomo Chocolate Filled Biscuits Bisconni Cream Super Tasty Kids Love,Biscuit,5.0,Charindu J,"Best service. Everything is ok. Expiry dates, marked price, packing and delivery all fine. Thank you for the offers!"
