Product Name,Category,Rating,Reviewer Name,Review,Review_without_emoji,preprocess_text,preprocess_text1
Talawakelle Tea 1Kg - Talawakele Kahata- Pure Ceylon Black Tea - Tea Pouch,Tea,5.0,Chathuri S,Quick Delivery. Tea is great. Tea taste is better. I recommend this product as great.,Quick Delivery. Tea is great. Tea taste is better. I recommend this product as great.,quick delivery tea is great tea taste is better i recommend this product as great,"['quick', 'delivery', 'tea', 'great', 'tea', 'taste', 'better', 'recommend', 'product', 'great']"
Talawakelle Tea 1Kg - Talawakele Kahata- Pure Ceylon Black Tea - Tea Pouch,Tea,5.0,Mobina S,super tea. worth the price. came well packed. seller communication very good.,super tea. worth the price. came well packed. seller communication very good.,super tea worth the price came well packed seller communication very good,"['super', 'tea', 'worth', 'price', 'came', 'well', 'packed', 'seller', 'communication', 'good']"
Talawakelle Tea 1Kg - Talawakele Kahata- Pure Ceylon Black Tea - Tea Pouch,Tea,5.0,Kasun C,"Good. haven't drunk yet. Think it would be good. If it was bad, I would re post my review here. ","Good. haven't drunk yet. Think it would be good. If it was bad, I would re post my review here. ",good havent drunk yet think it would be good if it was bad i would re post my review here ,"['good', 'havent', 'drunk', 'yet', 'think', 'would', 'good', 'bad', 'would', 'post', 'review']"
Talawakelle Tea 1Kg - Talawakele Kahata- Pure Ceylon Black Tea - Tea Pouch,Tea,2.0,Duminda,"Poor product, low quality, Kasala tea","Poor product, low quality, Kasala tea",poor product low quality kasala tea,"['poor', 'product', 'low', 'quality', 'kasala', 'tea']"
Talawakelle Tea 1Kg - Talawakele Kahata- Pure Ceylon Black Tea - Tea Pouch,Tea,4.0,Tina ,"I was delighted with my purchase😍😍 It was a pleasure doing business with you,Thanks so much again ❤❤❤❤","I was delighted with my purchasesmiling face with heart-eyessmiling face with heart-eyes It was a pleasure doing business with you,Thanks so much again red heartred heartred heartred heart",i was delighted with my purchasesmiling face with hearteyessmiling face with hearteyes it was a pleasure doing business with youthanks so much again red heartred heartred heartred heart,"['delighted', 'purchasesmiling', 'face', 'hearteyessmiling', 'face', 'hearteyes', 'pleasure', 'business', 'youthanks', 'much', 'red', 'heartred', 'heartred', 'heartred', 'heart']"
Talawakelle Tea 1Kg - Talawakele Kahata- Pure Ceylon Black Tea - Tea Pouch,Tea,5.0,Rushanthan K,Nice product. satisfied with the quality and the packing.,Nice product. satisfied with the quality and the packing.,nice product satisfied with the quality and the packing,"['nice', 'product', 'satisfied', 'quality', 'packing']"
Talawakelle Tea 1Kg - Talawakele Kahata- Pure Ceylon Black Tea - Tea Pouch,Tea,5.0,Shanu R,The quality is good. Fast delivery,The quality is good. Fast delivery,the quality is good fast delivery,"['quality', 'good', 'fast', 'delivery']"
Talawakelle Tea 1Kg - Talawakele Kahata- Pure Ceylon Black Tea - Tea Pouch,Tea,3.0,Rakapan S,Not a bad one. OK Satisfied.,Not a bad one. OK Satisfied.,not a bad one ok satisfied,"['bad', 'one', 'ok', 'satisfied']"
Talawakelle Tea 1Kg - Talawakele Kahata- Pure Ceylon Black Tea - Tea Pouch,Tea,4.0,RR,good packing... 👏 very setisfid with the purchase thanks seller and daraz,good packing... clapping hands very setisfid with the purchase thanks seller and daraz,good packing clapping hands very setisfid with the purchase thanks seller and daraz,"['good', 'packing', 'clapping', 'hands', 'setisfid', 'purchase', 'thanks', 'seller', 'daraz']"
Talawakelle Tea 1Kg - Talawakele Kahata- Pure Ceylon Black Tea - Tea Pouch,Tea,4.0,Anusha,Superb Quality tea with good taste and aroma...Very reasonable price...Excellent for a strong milk tea☺️ I am a regular buyer and would recommend to anyone interested in purchasing👌,Superb Quality tea with good taste and aroma...Very reasonable price...Excellent for a strong milk teasmiling face I am a regular buyer and would recommend to anyone interested in purchasingOK hand,superb quality tea with good taste and aromavery reasonable priceexcellent for a strong milk teasmiling face i am a regular buyer and would recommend to anyone interested in purchasingok hand,"['superb', 'quality', 'tea', 'good', 'taste', 'aromavery', 'reasonable', 'priceexcellent', 'strong', 'milk', 'teasmiling', 'face', 'regular', 'buyer', 'would', 'recommend', 'anyone', 'interested', 'purchasingok', 'hand']"
Talawakelle Tea 1Kg - Talawakele Kahata- Pure Ceylon Black Tea - Tea Pouch,Tea,4.0,WRF,"I broke a small packet of tea powder and made a tea and drank it, it was very tasty and fragrant. Thank you very much for providing quality tea powder at a low price at a time like this. 500 grams of rabbit per kilo is very good. I asked for two packets of 1 kilo and got two packets of 50 grams for free. Instead of one kilo packets, I got four 500 gram packets, which is very valuable for two kilos. Thank you very much. ","I broke a small packet of tea powder and made a tea and drank it, it was very tasty and fragrant. Thank you very much for providing quality tea powder at a low price at a time like this. 500 grams of rabbit per kilo is very good. I asked for two packets of 1 kilo and got two packets of 50 grams for free. Instead of one kilo packets, I got four 500 gram packets, which is very valuable for two kilos. Thank you very much. ",i broke a small packet of tea powder and made a tea and drank it it was very tasty and fragrant thank you very much for providing quality tea powder at a low price at a time like this 500 grams of rabbit per kilo is very good i asked for two packets of 1 kilo and got two packets of 50 grams for free instead of one kilo packets i got four 500 gram packets which is very valuable for two kilos thank you very much ,"['broke', 'small', 'packet', 'tea', 'powder', 'made', 'tea', 'drank', 'tasty', 'fragrant', 'thank', 'much', 'providing', 'quality', 'tea', 'powder', 'low', 'price', 'time', 'like', '500', 'grams', 'rabbit', 'per', 'kilo', 'good', 'asked', 'two', 'packets', '1', 'kilo', 'got', 'two', 'packets', '50', 'grams', 'free', 'instead', 'one', 'kilo', 'packets', 'got', 'four', '500', 'gram', 'packets', 'valuable', 'two', 'kilos', 'thank', 'much']"
Talawakelle Tea 1Kg - Talawakele Kahata- Pure Ceylon Black Tea - Tea Pouch,Tea,5.0,Shiroma D,Good product. It is nice to be able to get good products at low prices given the current situation in the country. Thank you Daraz,Good product. It is nice to be able to get good products at low prices given the current situation in the country. Thank you Daraz,good product it is nice to be able to get good products at low prices given the current situation in the country thank you daraz,"['good', 'product', 'nice', 'able', 'get', 'good', 'products', 'low', 'prices', 'given', 'current', 'situation', 'country', 'thank', 'daraz']"
Zesta - Premium Tea 195g - Pouch,Tea,4.0,Ajitha,I got my order. super fast delivery . Thank you daraz . Thank you seller ☺☺☺,I got my order. super fast delivery . Thank you daraz . Thank you seller smiling facesmiling facesmiling face,i got my order super fast delivery  thank you daraz  thank you seller smiling facesmiling facesmiling face,"['got', 'order', 'super', 'fast', 'delivery', 'thank', 'daraz', 'thank', 'seller', 'smiling', 'facesmiling', 'facesmiling', 'face']"
Zesta - Premium Tea 195g - Pouch,Tea,5.0,Kavi,Good product fast delivery,Good product fast delivery,good product fast delivery,"['good', 'product', 'fast', 'delivery']"
Zesta - Premium Tea 195g - Pouch,Tea,5.0,Thimatha U,Packaging: Excellent. No damage to the item Expiry Date: 2023 mid Worth for the amount: Worth it. Recommending or not: Highly recommended.,Packaging: Excellent. No damage to the item Expiry Date: 2023 mid Worth for the amount: Worth it. Recommending or not: Highly recommended.,packaging excellent no damage to the item expiry date 2023 mid worth for the amount worth it recommending or not highly recommended,"['packaging', 'excellent', 'damage', 'item', 'expiry', 'date', '2023', 'mid', 'worth', 'amount', 'worth', 'recommending', 'highly', 'recommended']"
Zesta - Premium Tea 195g - Pouch,Tea,5.0,Hasara,"Highly recommend, im really happy with this order,thank you","Highly recommend, im really happy with this order,thank you",highly recommend im really happy with this orderthank you,"['highly', 'recommend', 'im', 'really', 'happy', 'orderthank']"
Zesta - Premium Tea 195g - Pouch,Tea,5.0,Thilini T,Super fast delivery within 18 hrs. ,Super fast delivery within 18 hrs. ,super fast delivery within 18 hrs ,"['super', 'fast', 'delivery', 'within', '18', 'hrs']"
Zesta - Premium Tea 195g - Pouch,Tea,5.0,Cana H,Super delivery system,Super delivery system,super delivery system,"['super', 'delivery', 'system']"
Zesta - Premium Tea 195g - Pouch,Tea,5.0,Sadeep P,Good product fast delivery within 14hrs Thank you!,Good product fast delivery within 14hrs Thank you!,good product fast delivery within 14hrs thank you,"['good', 'product', 'fast', 'delivery', 'within', '14hrs', 'thank']"
Zesta - Premium Tea 195g - Pouch,Tea,4.0,Lahiru H,Good product well packed without fear can buy recommended to buy..,Good product well packed without fear can buy recommended to buy..,good product well packed without fear can buy recommended to buy,"['good', 'product', 'well', 'packed', 'without', 'fear', 'buy', 'recommended', 'buy']"
Zesta - Premium Tea 195g - Pouch,Tea,4.0,Shani P,"online shopping ,absolutely excellent daraz , thanks for the best shopping ,🙏","online shopping ,absolutely excellent daraz , thanks for the best shopping ,folded hands",online shopping absolutely excellent daraz  thanks for the best shopping folded hands,"['online', 'shopping', 'absolutely', 'excellent', 'daraz', 'thanks', 'best', 'shopping', 'folded', 'hands']"
Zesta - Premium Tea 195g - Pouch,Tea,5.0,Hasitha H,Ordered yesterday. Just arrived a while ago. It didn't even take 24 hours. Delivery service is very good. Whoever brings the goods is good. The goods were packed safely. Because I got the discount.,Ordered yesterday. Just arrived a while ago. It didn't even take 24 hours. Delivery service is very good. Whoever brings the goods is good. The goods were packed safely. Because I got the discount.,ordered yesterday just arrived a while ago it didnt even take 24 hours delivery service is very good whoever brings the goods is good the goods were packed safely because i got the discount,"['ordered', 'yesterday', 'arrived', 'ago', 'didnt', 'even', 'take', '24', 'hours', 'delivery', 'service', 'good', 'whoever', 'brings', 'goods', 'good', 'goods', 'packed', 'safely', 'got', 'discount']"
Zesta - Premium Tea 195g - Pouch,Tea,5.0,Imesh U,Good as always.,Good as always.,good as always,"['good', 'always']"
Zesta - Premium Tea 195g - Pouch,Tea,5.0,KS,Best price only ..from daraz mall. . Good tasty zesta tea .. fast delivery..,Best price only ..from daraz mall. . Good tasty zesta tea .. fast delivery..,best price only from daraz mall  good tasty zesta tea  fast delivery,"['best', 'price', 'daraz', 'mall', 'good', 'tasty', 'zesta', 'tea', 'fast', 'delivery']"
Zesta - Premium Tea 195g - Pouch,Tea,3.0,Kavishalini K,too old packet in last year almost one year passed,too old packet in last year almost one year passed,too old packet in last year almost one year passed,"['old', 'packet', 'last', 'year', 'almost', 'one', 'year', 'passed']"
Zesta - Premium Tea 195g - Pouch,Tea,3.0,Krish R,Not newly packed packed in 2021😚😚,Not newly packed packed in 2021kissing face with closed eyeskissing face with closed eyes,not newly packed packed in 2021kissing face with closed eyeskissing face with closed eyes,"['newly', 'packed', 'packed', '2021kissing', 'face', 'closed', 'eyeskissing', 'face', 'closed', 'eyes']"
Zesta - Premium Tea 195g - Pouch,Tea,5.0,Lukshi R,Good product❤️❤️❤️❤️,Good productred heartred heartred heartred heart,good productred heartred heartred heartred heart,"['good', 'productred', 'heartred', 'heartred', 'heartred', 'heart']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,1.0,Randunu M,"I wanted to tell others that ""Stay Away From This Scam"". The product is almost about to be expired. They are selling stale goods. Very disappointing about Unilever. Tea is not like bread, Buy-eat-finish. We normally keep tea packets for several months. Don't purchase this bundle offer. They are likely to make you sick.","I wanted to tell others that ""Stay Away From This Scam"". The product is almost about to be expired. They are selling stale goods. Very disappointing about Unilever. Tea is not like bread, Buy-eat-finish. We normally keep tea packets for several months. Don't purchase this bundle offer. They are likely to make you sick.",i wanted to tell others that stay away from this scam the product is almost about to be expired they are selling stale goods very disappointing about unilever tea is not like bread buyeatfinish we normally keep tea packets for several months dont purchase this bundle offer they are likely to make you sick,"['wanted', 'tell', 'others', 'stay', 'away', 'scam', 'product', 'almost', 'expired', 'selling', 'stale', 'goods', 'disappointing', 'unilever', 'tea', 'like', 'bread', 'buyeatfinish', 'normally', 'keep', 'tea', 'packets', 'several', 'months', 'dont', 'purchase', 'bundle', 'offer', 'likely', 'make', 'sick']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,5.0,Hari S,Good Packaging Delivered On Time.,Good Packaging Delivered On Time.,good packaging delivered on time,"['good', 'packaging', 'delivered', 'time']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,5.0,Thaseelam,Nice offer.,Nice offer.,nice offer,"['nice', 'offer']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,2.0,Vijayaratnam,old stock. short expiry,old stock. short expiry,old stock short expiry,"['old', 'stock', 'short', 'expiry']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,5.0,Chamali ,Excellent. Received with many thanx. On time delivery as expected. Thank You.,Excellent. Received with many thanx. On time delivery as expected. Thank You.,excellent received with many thanx on time delivery as expected thank you,"['excellent', 'received', 'many', 'thanx', 'time', 'delivery', 'expected', 'thank']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,4.0,Amanda,I ordered some more goods.but I have Not yet received.,I ordered some more goods.but I have Not yet received.,i ordered some more goodsbut i have not yet received,"['ordered', 'goodsbut', 'yet', 'received']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,3.0,Anos,Here you were mentioned 20% discount but you gave only 1%.I have buy 3Nos.,Here you were mentioned 20% discount but you gave only 1%.I have buy 3Nos.,here you were mentioned 20 discount but you gave only 1i have buy 3nos,"['mentioned', '20', 'discount', 'gave', '1i', 'buy', '3nos']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,5.0,Umanda S,Got my order. Thank you so much. ,Got my order. Thank you so much. ,got my order thank you so much ,"['got', 'order', 'thank', 'much']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,3.0,MS,Package with some stains. Please check before sending,Package with some stains. Please check before sending,package with some stains please check before sending,"['package', 'stains', 'please', 'check', 'sending']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,5.0,Viksitha R,highly recommend..good packing ,highly recommend..good packing ,highly recommendgood packing ,"['highly', 'recommendgood', 'packing']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,5.0,Anton N,Well packed and fast delivery.,Well packed and fast delivery.,well packed and fast delivery,"['well', 'packed', 'fast', 'delivery']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,5.0,Mohamed I,"Quick service, good product","Quick service, good product",quick service good product,"['quick', 'service', 'good', 'product']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,4.0,Chinthaka P,Not bad.fast shipping .Good seller.baught 3NOS packs.but as they advertise didnt got 20% off for .Did rven ask why is it.no response so far.3 packs.,Not bad.fast shipping .Good seller.baught 3NOS packs.but as they advertise didnt got 20% off for .Did rven ask why is it.no response so far.3 packs.,not badfast shipping good sellerbaught 3nos packsbut as they advertise didnt got 20 off for did rven ask why is itno response so far3 packs,"['badfast', 'shipping', 'good', 'sellerbaught', '3nos', 'packsbut', 'advertise', 'didnt', 'got', '20', 'rven', 'ask', 'itno', 'response', 'far3', 'packs']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,4.0,Malshi L,Separately packed and received. ,Separately packed and received. ,separately packed and received ,"['separately', 'packed', 'received']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,4.0,Charles C,Thank you for the fast delivery,Thank you for the fast delivery,thank you for the fast delivery,"['thank', 'fast', 'delivery']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,5.0,Suranga W,Reasonable offer.,Reasonable offer.,reasonable offer,"['reasonable', 'offer']"
"Lipton Ceylonta Black Tea Pouch, 200g",Tea,5.0,Pera,reat offer and 24h delivery with DEX team (not recommend CertisLanka currier as delivery partner),reat offer and 24h delivery with DEX team (not recommend CertisLanka currier as delivery partner),reat offer and 24h delivery with dex team not recommend certislanka currier as delivery partner,"['reat', 'offer', '24h', 'delivery', 'dex', 'team', 'recommend', 'certislanka', 'currier', 'delivery', 'partner']"
Green Tea 25 Tea Bags Carton,Tea,3.0,Meena,fast delivery & very nice prodect,fast delivery & very nice prodect,fast delivery  very nice prodect,"['fast', 'delivery', 'nice', 'prodect']"
Green Tea 25 Tea Bags Carton,Tea,4.0,Daminda P,Good quality product. Good packing. Very fast delivery. Highly recommended. Thank you daraz. ,Good quality product. Good packing. Very fast delivery. Highly recommended. Thank you daraz. ,good quality product good packing very fast delivery highly recommended thank you daraz ,"['good', 'quality', 'product', 'good', 'packing', 'fast', 'delivery', 'highly', 'recommended', 'thank', 'daraz']"
Green Tea 25 Tea Bags Carton,Tea,5.0,Chanaka S,what a nice package box.extra safety package.i never seen this type packaging system. thank u daraz,what a nice package box.extra safety package.i never seen this type packaging system. thank u daraz,what a nice package boxextra safety packagei never seen this type packaging system thank u daraz,"['nice', 'package', 'boxextra', 'safety', 'packagei', 'never', 'seen', 'type', 'packaging', 'system', 'thank', 'u', 'daraz']"
Green Tea 25 Tea Bags Carton,Tea,4.0,Kanaka,Supplied very fast. Highly recommended seller. Thank you for your fast service.,Supplied very fast. Highly recommended seller. Thank you for your fast service.,supplied very fast highly recommended seller thank you for your fast service,"['supplied', 'fast', 'highly', 'recommended', 'seller', 'thank', 'fast', 'service']"
Green Tea 25 Tea Bags Carton,Tea,5.0,Kevin,Good product. Delivery and packing done efficiently.,Good product. Delivery and packing done efficiently.,good product delivery and packing done efficiently,"['good', 'product', 'delivery', 'packing', 'done', 'efficiently']"
Green Tea 25 Tea Bags Carton,Tea,5.0,Nimalka S,good discount which cannot be found any where ,good discount which cannot be found any where ,good discount which cannot be found any where ,"['good', 'discount', 'found']"
Green Tea 25 Tea Bags Carton,Tea,5.0,Inav ,super fast delivery.Thank you,super fast delivery.Thank you,super fast deliverythank you,"['super', 'fast', 'deliverythank']"
Green Tea 25 Tea Bags Carton,Tea,5.0,Lakmal,tasty on time delivery ,tasty on time delivery ,tasty on time delivery ,"['tasty', 'time', 'delivery']"
Green Tea 25 Tea Bags Carton,Tea,5.0,Nandana J,fast delivery. Good Service,fast delivery. Good Service,fast delivery good service,"['fast', 'delivery', 'good', 'service']"
Green Tea 25 Tea Bags Carton,Tea,5.0,Nimesha M,Good product Well packed,Good product Well packed,good product well packed,"['good', 'product', 'well', 'packed']"
Green Tea 25 Tea Bags Carton,Tea,1.0,Lorita K,I ordered for three boxes and the product mentioned above by the seller says it consists of 10packets and instead of three boxes I received only one packet. Very disappointed due to the seller.,I ordered for three boxes and the product mentioned above by the seller says it consists of 10packets and instead of three boxes I received only one packet. Very disappointed due to the seller.,i ordered for three boxes and the product mentioned above by the seller says it consists of 10packets and instead of three boxes i received only one packet very disappointed due to the seller,"['ordered', 'three', 'boxes', 'product', 'mentioned', 'seller', 'says', 'consists', '10packets', 'instead', 'three', 'boxes', 'received', 'one', 'packet', 'disappointed', 'due', 'seller']"
Green Tea 25 Tea Bags Carton,Tea,4.0,Aantha R,"Manufactured in 23/01/2020, Very Old Product and expires in 23/01/2023.","Manufactured in 23/01/2020, Very Old Product and expires in 23/01/2023.",manufactured in 23/01/2020 very old product and expires in 23/01/2023,"['manufactured', '23/01/2020', 'old', 'product', 'expires', '23/01/2023']"
Green Tea 25 Tea Bags Carton,Tea,5.0,Vijay,amazing. superb quality & good delivery thank you daraz,amazing. superb quality & good delivery thank you daraz,amazing superb quality  good delivery thank you daraz,"['amazing', 'superb', 'quality', 'good', 'delivery', 'thank', 'daraz']"
Green Tea 25 Tea Bags Carton,Tea,5.0,Hasitha P,I received my pack earlier. Thank a lot. thanks daraz. quick delivery. very good rider. Good customer service....,I received my pack earlier. Thank a lot. thanks daraz. quick delivery. very good rider. Good customer service....,i received my pack earlier thank a lot thanks daraz quick delivery very good rider good customer service,"['received', 'pack', 'earlier', 'thank', 'lot', 'thanks', 'daraz', 'quick', 'delivery', 'good', 'rider', 'good', 'customer', 'service']"
Green Tea 25 Tea Bags Carton,Tea,5.0,Thanosha,It's good to health,It's good to health,its good to health,"['good', 'health']"
Cardomom Tea 25 Tea Bags Carton,Tea,5.0,Mohan ,Recently manufactured and recommended. Satisfied with DMart products.,Recently manufactured and recommended. Satisfied with DMart products.,recently manufactured and recommended satisfied with dmart products,"['recently', 'manufactured', 'recommended', 'satisfied', 'dmart', 'products']"
Cardomom Tea 25 Tea Bags Carton,Tea,4.0,Ajay,Good Taste and recommend.,Good Taste and recommend.,good taste and recommend,"['good', 'taste', 'recommend']"
Cardomom Tea 25 Tea Bags Carton,Tea,4.0,Suba,really taste ...tea.. thanks for daraz...,really taste ...tea.. thanks for daraz...,really taste tea thanks for daraz,"['really', 'taste', 'tea', 'thanks', 'daraz']"
Cardomom Tea 25 Tea Bags Carton,Tea,5.0,Harshani F,very testy happy with product,very testy happy with product,very testy happy with product,"['testy', 'happy', 'product']"
Cardomom Tea 25 Tea Bags Carton,Tea,4.0,Afrose J,Fast delivery I like flavor ,Fast delivery I like flavor ,fast delivery i like flavor ,"['fast', 'delivery', 'like', 'flavor']"
Cardomom Tea 25 Tea Bags Carton,Tea,4.0,Shehan S,Good. Thank you. ,Good. Thank you. ,good thank you ,"['good', 'thank']"
Cardomom Tea 25 Tea Bags Carton,Tea,5.0,Fathima F,Good Quality product and same on taste.,Good Quality product and same on taste.,good quality product and same on taste,"['good', 'quality', 'product', 'taste']"
Cardomom Tea 25 Tea Bags Carton,Tea,5.0,Melani,It is a very sweet fragrant tea ♥️ I received my order. Thank you..,It is a very sweet fragrant tea heart suit I received my order. Thank you..,it is a very sweet fragrant tea heart suit i received my order thank you,"['sweet', 'fragrant', 'tea', 'heart', 'suit', 'received', 'order', 'thank']"
Cardomom Tea 25 Tea Bags Carton,Tea,1.0,Shashini N,over powering artificial flavour. not recommending.,over powering artificial flavour. not recommending.,over powering artificial flavour not recommending,"['powering', 'artificial', 'flavour', 'recommending']"
Cardomom Tea 25 Tea Bags Carton,Tea,3.0,JVT,it havent cardamom taste.y ??,it havent cardamom taste.y ??,it havent cardamom tastey ??,"['havent', 'cardamom', 'tastey', '?', '?']"
Cardomom Tea 25 Tea Bags Carton,Tea,2.0,MS,haven't received the box,haven't received the box,havent received the box,"['havent', 'received', 'box']"
Cardomom Tea 25 Tea Bags Carton,Tea,5.0,Nirosh,thank you daraz & seller ...for the best products ...,thank you daraz & seller ...for the best products ...,thank you daraz  seller for the best products ,"['thank', 'daraz', 'seller', 'best', 'products']"
Cardomom Tea 25 Tea Bags Carton,Tea,5.0,Enosh ,This tea is ideal for iced sweet tea for hot days 😍,This tea is ideal for iced sweet tea for hot days smiling face with heart-eyes,this tea is ideal for iced sweet tea for hot days smiling face with hearteyes,"['tea', 'ideal', 'iced', 'sweet', 'tea', 'hot', 'days', 'smiling', 'face', 'hearteyes']"
Cardomom Tea 25 Tea Bags Carton,Tea,5.0,Adeesha A,very fast delevary & Good taste.plz update you stock in other teas.,very fast delevary & Good taste.plz update you stock in other teas.,very fast delevary  good tasteplz update you stock in other teas,"['fast', 'delevary', 'good', 'tasteplz', 'update', 'stock', 'teas']"
Cardomom Tea 25 Tea Bags Carton,Tea,5.0,Mani,100% Original Best Quality Product,100% Original Best Quality Product,100 original best quality product,"['100', 'original', 'best', 'quality', 'product']"
Toblerone Milk Chocolate (100g),Chocolate,1.0,Cibi S,Don't buy. Chocolate was not in good condition. I will never ever order via DARAZ. Bad products. Minissunta Kanna neda mehema jarawa ewanne. Mewa ewana Aya minissuda kiyalath hithenawa.,Don't buy. Chocolate was not in good condition. I will never ever order via DARAZ. Bad products. Minissunta Kanna neda mehema jarawa ewanne. Mewa ewana Aya minissuda kiyalath hithenawa.,dont buy chocolate was not in good condition i will never ever order via daraz bad products minissunta kanna neda mehema jarawa ewanne mewa ewana aya minissuda kiyalath hithenawa,"['dont', 'buy', 'chocolate', 'good', 'condition', 'never', 'ever', 'order', 'via', 'daraz', 'bad', 'products', 'minissunta', 'kanna', 'neda', 'mehema', 'jarawa', 'ewanne', 'mewa', 'ewana', 'aya', 'minissuda', 'kiyalath', 'hithenawa']"
Toblerone Milk Chocolate (100g),Chocolate,5.0,Rukshan M,Package received! Original products. All are made in Switzerland! Expire dates are far away by 7 - 10 months.That is really appreciated! Delivered within two days which is also good. All items were packed really well. Very safe packaging. No any damage during delivery. The chocolate was in its original shape and not melted. Definitely I will order again.,Package received! Original products. All are made in Switzerland! Expire dates are far away by 7 - 10 months.That is really appreciated! Delivered within two days which is also good. All items were packed really well. Very safe packaging. No any damage during delivery. The chocolate was in its original shape and not melted. Definitely I will order again.,package received original products all are made in switzerland expire dates are far away by 7  10 monthsthat is really appreciated delivered within two days which is also good all items were packed really well very safe packaging no any damage during delivery the chocolate was in its original shape and not melted definitely i will order again,"['package', 'received', 'original', 'products', 'made', 'switzerland', 'expire', 'dates', 'far', 'away', '7', '10', 'monthsthat', 'really', 'appreciated', 'delivered', 'within', 'two', 'days', 'also', 'good', 'items', 'packed', 'really', 'well', 'safe', 'packaging', 'damage', 'delivery', 'chocolate', 'original', 'shape', 'melted', 'definitely', 'order']"
Toblerone Milk Chocolate (100g),Chocolate,5.0,Kasun C,"Very good taste. Looks original. Taste is also really good. Items were packed well. Everything is good and clean. Feel good about buying this. Delivery took about 3 days. I got a good discounted offer, so reasonable prices and vouchers from DARAZ too. I'm happy customer. Thanks dear seller.","Very good taste. Looks original. Taste is also really good. Items were packed well. Everything is good and clean. Feel good about buying this. Delivery took about 3 days. I got a good discounted offer, so reasonable prices and vouchers from DARAZ too. I'm happy customer. Thanks dear seller.",very good taste looks original taste is also really good items were packed well everything is good and clean feel good about buying this delivery took about 3 days i got a good discounted offer so reasonable prices and vouchers from daraz too im happy customer thanks dear seller,"['good', 'taste', 'looks', 'original', 'taste', 'also', 'really', 'good', 'items', 'packed', 'well', 'everything', 'good', 'clean', 'feel', 'good', 'buying', 'delivery', 'took', '3', 'days', 'got', 'good', 'discounted', 'offer', 'reasonable', 'prices', 'vouchers', 'daraz', 'im', 'happy', 'customer', 'thanks', 'dear', 'seller']"
Toblerone Milk Chocolate (100g),Chocolate,1.0,Rashmi,I ordered 5 toblarones and all had expiry date of 20.09.2022. Just a month ahead. And small insects were inside one of the chocolate box. There’s no option to return the products as per the site details. This product is made in Malaysia.,I ordered 5 toblarones and all had expiry date of 20.09.2022. Just a month ahead. And small insects were inside one of the chocolate box. There’s no option to return the products as per the site details. This product is made in Malaysia.,i ordered 5 toblarones and all had expiry date of 20092022 just a month ahead and small insects were inside one of the chocolate box theres no option to return the products as per the site details this product is made in malaysia,"['ordered', '5', 'toblarones', 'expiry', 'date', '20092022', 'month', 'ahead', 'small', 'insects', 'inside', 'one', 'chocolate', 'box', 'theres', 'option', 'return', 'products', 'per', 'site', 'details', 'product', 'made', 'malaysia']"
Toblerone Milk Chocolate (100g),Chocolate,4.0,Thanu K,well packed and fast delivery...👌👌👌👍👍👍 thank you daraz .... So I hope the other item I ordered will b delivered soon .....👍👍👍,well packed and fast delivery...OK handOK handOK handthumbs upthumbs upthumbs up thank you daraz .... So I hope the other item I ordered will b delivered soon .....thumbs upthumbs upthumbs up,well packed and fast deliveryok handok handok handthumbs upthumbs upthumbs up thank you daraz  so i hope the other item i ordered will b delivered soon thumbs upthumbs upthumbs up,"['well', 'packed', 'fast', 'deliveryok', 'handok', 'handok', 'handthumbs', 'upthumbs', 'upthumbs', 'thank', 'daraz', 'hope', 'item', 'ordered', 'b', 'delivered', 'soon', 'thumbs', 'upthumbs', 'upthumbs']"
Toblerone Milk Chocolate (100g),Chocolate,4.0,Kasun A,Product was well packed. received without any damage. Product also was in good condition and the expiry in Sep 2022. Thank you for the service. Keep maintaining your standards.,Product was well packed. received without any damage. Product also was in good condition and the expiry in Sep 2022. Thank you for the service. Keep maintaining your standards.,product was well packed received without any damage product also was in good condition and the expiry in sep 2022 thank you for the service keep maintaining your standards,"['product', 'well', 'packed', 'received', 'without', 'damage', 'product', 'also', 'good', 'condition', 'expiry', 'sep', '2022', 'thank', 'service', 'keep', 'maintaining', 'standards']"
